source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel name]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[fraction identifier]	comment[somascan menu]	comment[somascan platform]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PAD000003-f01-r00200-C139_positive_8	Homo sapiens	Blood plasma	not available	not available	not available	C139	200	experimental sample	blood plasma	PAD000003-f01-r00200-C139_positive_8	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00201-C137_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C137	201	experimental sample	blood plasma	PAD000003-f01-r00201-C137_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00202-C187_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C187	202	experimental sample	blood plasma	PAD000003-f01-r00202-C187_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00203-C141_positive_13	Homo sapiens	Blood plasma	not available	not available	not available	C141	203	experimental sample	blood plasma	PAD000003-f01-r00203-C141_positive_13	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00204-C93_positive_20	Homo sapiens	Blood plasma	not available	not available	not available	C93	204	experimental sample	blood plasma	PAD000003-f01-r00204-C93_positive_20	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00205-C69_negative	Homo sapiens	Blood plasma	not available	not available	not available	C69	205	experimental sample	blood plasma	PAD000003-f01-r00205-C69_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00206-C241_negative	Homo sapiens	Blood plasma	not available	not available	not available	C241	206	experimental sample	blood plasma	PAD000003-f01-r00206-C241_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00207-C190_negative	Homo sapiens	Blood plasma	not available	not available	not available	C190	207	experimental sample	blood plasma	PAD000003-f01-r00207-C190_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00208-C33_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C33	208	experimental sample	blood plasma	PAD000003-f01-r00208-C33_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00209-C40_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C40	209	experimental sample	blood plasma	PAD000003-f01-r00209-C40_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00210-C189_negative	Homo sapiens	Blood plasma	not available	not available	not available	C189	210	experimental sample	blood plasma	PAD000003-f01-r00210-C189_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00211-C234_negative	Homo sapiens	Blood plasma	not available	not available	not available	C234	211	experimental sample	blood plasma	PAD000003-f01-r00211-C234_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00212-C140_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C140	212	experimental sample	blood plasma	PAD000003-f01-r00212-C140_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00213-C63_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C63	213	experimental sample	blood plasma	PAD000003-f01-r00213-C63_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00214-C141_positive_17	Homo sapiens	Blood plasma	not available	not available	not available	C141	214	experimental sample	blood plasma	PAD000003-f01-r00214-C141_positive_17	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00215-C113_positive_6	Homo sapiens	Blood plasma	not available	not available	not available	C113	215	experimental sample	blood plasma	PAD000003-f01-r00215-C113_positive_6	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00216-C168_positive_4	Homo sapiens	Blood plasma	not available	not available	not available	C168	216	experimental sample	blood plasma	PAD000003-f01-r00216-C168_positive_4	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00217-C64_negative	Homo sapiens	Blood plasma	not available	not available	not available	C64	217	experimental sample	blood plasma	PAD000003-f01-r00217-C64_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00218-C108_positive_9	Homo sapiens	Blood plasma	not available	not available	not available	C108	218	experimental sample	blood plasma	PAD000003-f01-r00218-C108_positive_9	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00219-C145_positive_9	Homo sapiens	Blood plasma	not available	not available	not available	C145	219	experimental sample	blood plasma	PAD000003-f01-r00219-C145_positive_9	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00220-C146_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C146	220	experimental sample	blood plasma	PAD000003-f01-r00220-C146_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00221-C128_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C128	221	experimental sample	blood plasma	PAD000003-f01-r00221-C128_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00222-C138_positive_19	Homo sapiens	Blood plasma	not available	not available	not available	C138	222	experimental sample	blood plasma	PAD000003-f01-r00222-C138_positive_19	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00223-C73_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C73	223	experimental sample	blood plasma	PAD000003-f01-r00223-C73_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00224-C190_positive_12	Homo sapiens	Blood plasma	not available	not available	not available	C190	224	experimental sample	blood plasma	PAD000003-f01-r00224-C190_positive_12	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00225-C138_negative	Homo sapiens	Blood plasma	not available	not available	not available	C138	225	experimental sample	blood plasma	PAD000003-f01-r00225-C138_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00226-C87_positive_2	Homo sapiens	Blood plasma	not available	not available	not available	C87	226	experimental sample	blood plasma	PAD000003-f01-r00226-C87_positive_2	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00227-C116_positive_13	Homo sapiens	Blood plasma	not available	not available	not available	C116	227	experimental sample	blood plasma	PAD000003-f01-r00227-C116_positive_13	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00228-C42_positive_9	Homo sapiens	Blood plasma	not available	not available	not available	C42	228	experimental sample	blood plasma	PAD000003-f01-r00228-C42_positive_9	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00229-C146_positive_10	Homo sapiens	Blood plasma	not available	not available	not available	C146	229	experimental sample	blood plasma	PAD000003-f01-r00229-C146_positive_10	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00230-C101_positive_6	Homo sapiens	Blood plasma	not available	not available	not available	C101	230	experimental sample	blood plasma	PAD000003-f01-r00230-C101_positive_6	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00231-C190_positive_14	Homo sapiens	Blood plasma	not available	not available	not available	C190	231	experimental sample	blood plasma	PAD000003-f01-r00231-C190_positive_14	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00232-C170_positive_4	Homo sapiens	Blood plasma	not available	not available	not available	C170	232	experimental sample	blood plasma	PAD000003-f01-r00232-C170_positive_4	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00233-C140_positive_7	Homo sapiens	Blood plasma	not available	not available	not available	C140	233	experimental sample	blood plasma	PAD000003-f01-r00233-C140_positive_7	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00234-C134_negative	Homo sapiens	Blood plasma	not available	not available	not available	C134	234	experimental sample	blood plasma	PAD000003-f01-r00234-C134_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00235-C170_positive_11	Homo sapiens	Blood plasma	not available	not available	not available	C170	235	experimental sample	blood plasma	PAD000003-f01-r00235-C170_positive_11	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00236-C47_positive_9	Homo sapiens	Blood plasma	not available	not available	not available	C47	236	experimental sample	blood plasma	PAD000003-f01-r00236-C47_positive_9	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00237-C242_negative	Homo sapiens	Blood plasma	not available	not available	not available	C242	237	experimental sample	blood plasma	PAD000003-f01-r00237-C242_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00238-C108_negative	Homo sapiens	Blood plasma	not available	not available	not available	C108	238	experimental sample	blood plasma	PAD000003-f01-r00238-C108_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000003-f01-r00239-C152_negative	Homo sapiens	Blood plasma	not available	not available	not available	C152	239	experimental sample	blood plasma	PAD000003-f01-r00239-C152_negative	protein expression profiling by aptamer array	1	raw_data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/03/PAD000003/raw_data.adat	SomaScan Assay	SomaScan 7K	v4.1	RFU	P0029870	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, medNormSMP	1	SomaScan 7K	SomaScan Assay v4.1	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=somascan;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
